title,rating,detail,level
Meeshkan: Machine Learning the GitHub API,4.4,"Learn how to plan, deploy and run a Machine Learning problem on AWS and Meeshkan | By Mike Solomon",Intermediate
The Complete Machine Learning Course - Learn From Scratch,2.3,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
Mobile ML and Data Science with nitroproc,4.6,"Use nitroproc to process and model big data, do machine learning and statistics using any device | By Francisco Juretig",All Levels
"Training Sets, Test Sets, R, and ggplot",4.5,How to evaluate regression model performance in R | By Charles Redmond,Intermediate
Kickstart Artificial Intelligence,3.5,Practical Hands on course to Artificial Intelligence | By Kashyap Murali,Intermediate
Teaching Data Science: A Short Course for Instructors,4.5,Tips and tricks for building great data science content | By Isaac Faber,All Levels
Learn Data Science With R Part 1 of 10,3.6,Data Science with R Basics | By Ram Reddy,Beginner
Complete Machine Learning Course: Go From Beginner To Expert,1.0,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
Bootcamp for KNIME Analytics Platform,4.4,"For users new to KNIME and data science, or experienced users of other data science tools. | By KNIME Inc",Beginner
Learn R for Business Analytics from Basics,4.1,Know basics of Business Analytics ?! Work-out those skills further on R-platform. Learn R for BA over a weekend ! | By Analytics 17,Beginner
Web Scraping with Python 101: Build Scrapy Essential Skills,4.0,"Learn web scraping with an Amazon Case Study, including practical recommendations and how to proceed, in exactly 1h !! | By Tarkan Aguner",Beginner
Complete Machine Learning Course: Beginner to Advanced,3.9,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
Introduction to Natural Language Processing,4.0,"Learn basics of Natural Language Processing (NLP), Regular Expressions and Text Pre-processing using Python | By Analytics Vidhya",Beginner
Complete Machine Learning Course: Beginner to Advanced,3.9,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
The Ultimate Machine Learning Course: Go From Zero To Hero,1.7,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
"Explore, Track, Predict the ISS in Realtime With Python",4.5,"Where is the International Space Station, Who's On It? Let's Build a Web App to Find out with Python and Data Science | By Manuel Amunategui",Beginner
Explore Population Pyramids with Python and Web Applications,4.6,"Let's Understand Past, Present and Future Population Growth Using Python and Port our Findings to the Web for the World! | By Manuel Amunategui",Beginner
New in Big Data: Apache HiveMall - Machine Learning with SQL,3.6,"HiveMall SQL on Spark, MapReduce and Tez. Leverage your knowledge of SQL to enter Machine Learning and Big Data space. | By Elena Akhmatova",Beginner
CatBoost vs XGBoost - Quick Intro and Modeling Basics,4.5,Learn how to use CatBoost for Classification and Regression with Python and how it compares to XGBoost | By Manuel Amunategui,Intermediate
Machine Learning Course A-Z: Go From Zero To Hero,2.8,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
A Gentle Introduction to Deep Learning Using Keras,4.3,A Visual Learners Guide to Building Neural Networks Using Keras | By Mike West,Beginner
Learn Python Basics for Data Science,3.9,Learn the fundamentals of the python programming language for Data Science. Practice and Solution Notebooks included. | By Valentine Mwangi,Beginner
Ultimate Machine Learning Course - Learn From Scratch,3.2,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
Maths for Data Science by DataTrained,3.8,Explore the application of key mathematical topics related to linear algebra with the Python programming language | By Ajay Nadia,Beginner
The Top 5 Machine Learning Libraries in Python,4.1,A Gentle Introduction to the Top Python Libraries used in Applied Machine Learning | By Mike West,Beginner
Learn Data Wrangling with Python,3.8,Perform Data Wrangling with the Python Programming Language. Practice and Solution Notebooks included. | By Valentine Mwangi,Beginner
The Complete Machine Learning Course: Zero to Hero,1.8,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad,All Levels
Career & Jobs in Big Data Science Zero 2 Hero A-Z New York,3.9,"Understand Data Science Career and Jobs. Get introduced to Data Science course, career and salaries. | By Shivgan Joshi",Beginner
Introduction to Artificial Intelligence in Software Testing,4.0,Learn the Basic Fundamentals of Artificial Intelligence (AI) in Software Testing in less than 30 minutes! | By Sujal Patel,Beginner
"Python Bootcamp: Vom Anfänger zum Profi, inkl. Data Science",4.6,"✓ Python komplett: Grundlagen, Webapps, Crawler, Numpy, Pandas, Module, OOP, IO, Machine Learning, Deep Learning,... | By Jannis Seemann",Beginner
Curso completo de Machine Learning: Data Science en Python,4.6,Aprende los algoritmos de Machine Learning con Python para convertirte en un Data Science con todo el código para usar | By Juan Gabriel Gomila Salas,All Levels
【キカガク流】人工知能・機械学習 脱ブラックボックス講座 - 初級編 -,4.3,1000人以上が受講している（株）キカガクの『脱ブラックボックスセミナー』が遂に登場！機械学習の参考書を「閉じてしまった人」への再入門に最適な講座です。微分・線形代数といった数学の基礎からPythonでの実装まで短時間で習得しましょう。 | By 吉崎 亮介,Beginner
【世界で5万人が受講】実践 Python データサイエンス,4.1,データ解析の基本、可視化、統計、機械学習などデータサイエンスに関するあらゆる実践的なスキルがPythonで身に付く！ | By Shingo Tsuji,All Levels
【キカガク流】人工知能・機械学習 脱ブラックボックス講座 - 中級編 -,4.5,日本語トップコースである【キカガク流】脱ブラックボックス講座の中級編が遂に登場！「キカガクの知識は現場で使える！」そんな講座を目指しました。微分・線形代数といった数学の基礎からPythonでの実装まで短時間で習得しましょう。 | By 吉崎 亮介,Beginner
"Deep Learning, Neuronale Netze & AI: Der Komplettkurs",4.5,"Der Komplettkurs mit Python, Keras und Tensorflow 2: Erkenne Bilder, sage den Bitcoin-Kurs vorher & schreibe eine AI! | By Jannis Seemann (CodingCourses.TV)",Intermediate
Machine Learning von A-Z: Lerne Python & R für Data Science!,4.6,"Maschinelles Lernen komplett: Regression, Klassifizierung, Clustering, NLP & Bonus: Deep Learning / Neuronale Netze | By Jannis Seemann (CodingCourses.TV)",Beginner
【ゼロから始めるデータ分析】 ビジネスケースで学ぶPythonデータサイエンス入門,4.3,分析コンペティションに参加しながら回帰分析による売上予測、機械学習での顧客ターゲティングなど実践的なビジネス課題でデータ分析の一連の流れを身に着けよう。 プログラミング初心者にもおすすめ。 | By 株式会社SIGNATE （旧株式会社オプトワークス）,Beginner
"Deep Learning, Neuronale Netze und TensorFlow 2 in Python",4.6,"Beherrsche das Deep Learning für eigene Neuronale Netzwerke. Nutze Python, TensorFlow 2 und Keras um Probleme zu lösen. | By Jan Schaffranek",All Levels
Formação Cientista de Dados com Python e R,4.4,Domine as mais Importantes Técnicas de Data Science e Seja o Profissional Mais Cobiçado da Atualidade | By Fernando Amaral,All Levels
Le Deep Learning de A à Z,4.6,Apprenez à créer des algorithmes de Deep Learning en Python par des experts en Machine Learning & Data science. | By Hadelin de Ponteves,All Levels
AIのための数学講座：少しづつ丁寧に学ぶ人工知能向けの線形代数/確率・統計/微分,4.2,AIの学習を始めるために必要な数学を1つの講座にまとめました。プログラミング言語Pythonを用いて、式の意味を確認しながら少しずつ丁寧に学びます。人工知能に必要な数学を、着実に学んでいきましょう。 | By 我妻 幸長 Yukinaga Azuma,Beginner
Intelligence Artificielle de A à Z,4.4,"Combinez la puissance des Data Sciences, du Machine Learning et du Deep Learning pour créer des IA redoutables ! | By Hadelin de Ponteves",Beginner
Machine Learning de A a la Z: R y Python para Data Science,4.5,Aprende a crear algoritmos de Machine Learning en Python y R con expertos en Data Science. Con código fuente incluido! | By Juan Gabriel Gomila Salas,All Levels
みんなのAI講座 ゼロからPythonで学ぶ人工知能と機械学習,4.0,初心者向けの人工知能と機械学習のコースです。プログラミング言語Pythonを使って、機械学習とプログラミングの基礎、必要な数学を勉強しましょう！文字認識や株価分析なども行います。 | By 我妻 幸長 Yukinaga Azuma,Beginner
(50+ Saat) Python A-Z™: Veri Bilimi ve Machine Learning,4.7,"Python, Machine Learning (Makine Öğrenmesi), İstatistik, SQL, Büyük Veri, Doğal Dil İşleme. 9 Eğitim 1 Arada! | By Mustafa Vahit Keskin",Beginner
Curso completo de Inteligencia Artificial con Python,4.3,"Combina el poder de los datos, Reinforcement Learning, Q-Learning y Deep Learning para crear IA en contextos reales | By Juan Gabriel Gomila Salas",All Levels
Python para Data Science e Machine Learning - COMPLETO,4.4,"Aprenda os principais métodos de Aprendizado de Máquina, Ciência de dados e Python neste curso COMPLETO! | By Rodrigo Soares Tadewald",Intermediate
【徹底的に解説！】人工知能・機械学習エンジニア養成講座（初級編～統計学から数字認識まで～）,4.1,単回帰分析・ロジスティック回帰分析・ニューラルネットワークの学習を通じ、機械学習の考え方を学びましょう。最後は手書きの数字を認識する（画像認識の）アルゴリズムをpythonで実装します。AI・機械学習エンジニアになりたい方にお勧めです。 | By 大橋 亮太,Beginner
Machine Learning Komplettkurs mit Python inkl. AI Einführung,4.5,Meistere das Maschinelle Lernen mit vielen praxisnahen Aufgaben. Inkl. mit Künstliche Intelligenz (AI) und TensorFlow 2. | By Jan Schaffranek,All Levels
Deep Learning verstehen: Entwickle Neuronale Netze in Python,4.6,Schritt für Schritt entwickelst du dein eigenes neuronales Netz bis hin zur Bilderkennung. Komplett am Beispiel! | By Jannis Seemann (CodingCourses.TV),Intermediate
Les Data Sciences de A à Z,4.5,"Data Science, Business Analytics, Data Analysis, Data Mining, Tableau, Statistiques, Modélisation, Régression, SQL, SSIS | By Kirill Eremenko",Beginner
【画像判定AIアプリ開発・パート1】TensorFlow・Python・Flaskで作る画像判定AIアプリ開発入門,4.2,"Python 3 でクローリングして画像データを収集、加工し、画像分類器を作ってみよう。ディープラーニングによるモデル作成、改善を自分の集めたデータで実践します。Flaskでウェブアプリ化, XcodeでiOSアプリ化にも挑戦します。 | By 井上 博樹 (Hiroki Inoue)",All Levels
Machine Learning e Data Science com Python de A a Z,4.6,Aprenda as técnicas que o mundo real exige e torne-se um profissional competitivo na área de Inteligência Artificial! | By Jones Granatyr,All Levels
Data Science de A a Z - Extraçao e Exibição dos Dados,4.4,Aprenda Data Science com Python e também áreas importantes como estatística e ETL no SQL Server! | By Felipe Mafra,Beginner
【キカガク流】現場で使えるChainerによるディープラーニング入門,4.5,受講生6000人突破！”あの”キカガクからディープラーニング（深層学習）を数学から実装まで体系的に学べるコースが登場。「キカガクの知識は現場で使える！」と自然に口に出せるようなコースを目指しました。 | By 今西 航平,Intermediate
机器学习 A-Z (Machine Learning A-Z in Chinese),4.6,全面建立机器学习的知识架构，并且在Python和R里构建不同的机器学习模型。课程内容包括所有的代码模板。 | By Hadelin de Ponteves,All Levels
Machine Learning avec Python : La formation complète,4.6,Apprendre les fondamentaux du Machine Learning en Python pour la Data Science (sur des modèles réels de prédiction) | By Mon Coach Data | Python - SQL - Data Science - Machine Learning,All Levels
プログラミング言語 Python 3 入門,4.1,機械学習、データサイエンス、統計分析の分野で重要度を増すプログラミング言語 Python の基本を、チュートリアル動画でマスターしよう。 | By Akihito Tamagawa,Beginner
Curso completo de Machine Learning: Data Science con RStudio,4.7,"Aprende a analizar datos estadísticos con los trucos de Juan Gabriel Gomila, prof. de Universidad de las Islas Baleares | By Juan Gabriel Gomila Salas",All Levels
【PythonとStanで学ぶ】仕組みが分かるベイズ統計学入門,4.4,確率の基礎から出発し、ベイズ統計学の基礎およびMCMCの原理を学びます。概念の理解とPythonでのプログラミングへの実装を合わせる事で、動かしながら原理を理解できます | By Tetsuya T,All Levels
"R für Data Science, Visualisierung und Machine Learning",4.3,Grundlagen in R und R-Studio für Data Science! Von Daten Analysen bis zum Maschinellen Lernen! | By Dr. René Brunner,Beginner
MASTER EN MACHINE LEARNING Y REDES NEURONALES 2020! ¡PYTHON!,4.5,¿Te Cuesta Machine Learning? Aprende con nuestro curso YA! Juntos aprenderemos varios Proyectos con Python desde cero. | By Pablo Sanz,All Levels
"【4日で体験！】 TensorFlow, Keras, Python 3 で学ぶディープラーニング体験講座",4.1,"TensorFlow 2 対応！ 4日間でディープラーニングを体験してみよう！Windows, MacでOK！ | By 井上 博樹 (Hiroki Inoue)",Beginner
Data Science : Analyse de données avec Python,4.7,"Analyser et Visualiser des données en Python avec les bibliothèques NumPy, Pandas et Matplotlib pour la Data Science | By Rod Paris | Python - SQL - Data Science - Machine Learning - Finance",All Levels
Pythonで機械学習：scikit-learnで学ぶ識別入門,4.2,pythonの機械学習ライブラリscikit-learnを使って，識別の基本を徹底的にマスターしよう！ | By Toru Tamaki,All Levels
自然言語処理とチャットボット: AIによる文章生成と会話エンジン開発,4.1,ディープラーニング（深層学習）を利用して、日本語を解析し文章を作成しましょう。 NLPを利用した人工知能チャットボットの構築も行います。 | By 我妻 幸長 Yukinaga Azuma,Beginner
Curso completo de R para Data Science con Tidyverse,4.6,"Aprende a programar con R, R Studio y Tidyverse: Data Analytics, Data Science, Análisis Estadístico, ggplot2 y mucho más | By Juan Gabriel Gomila Salas",All Levels
実践データサイエンス&機械学習 with Python -統計学の基礎からビッグデータまで-,3.8,【世界で3万人以上が受講】世界で活躍する専門家の講義を、日本の人気講師が解説します。データサイエンスと機械学習を包括的に扱います。統計学の基礎から始めて、レコメンドシステムや検索エンジン、スパムメールフィルタなどの構築も行います。 | By 我妻 幸長 Yukinaga Azuma,Intermediate
Machine Learning con Python: il Corso Pratico,4.4,"Impara a creare algoritmi di Machine Learning con Python e Scikit-learn - Regressione, Classificazione, Clustering | By Giuseppe Gullo",All Levels
Deep Learning com Python de A a Z - O Curso Completo,4.6,"Redes neurais artificiais, convolucionais, recorrentes, mapas auto organizáveis, boltzmann machines, autoencoders e GANs | By Jones Granatyr",All Levels
Deep Learning con Tensorflow para Machine Learning e IA,4.5,Combina TensorFlow en Python para programar tus algoritmos de ML e IA con ejemplos prácticos del mundo en varios campos | By Juan Gabriel Gomila Salas,All Levels
Curso de Data Science: Bootcamp completo em Data Science,4.4,"Treinamento Completo em Data Science: Matemática, Estatística, Python, Estatística Avançada, Machine & Deep Learning | By 365 Careers",All Levels
Corso completo di Data Science con Python,4.1,"Da principiante a esperto nelle tecniche di Data Science con Python: machine learning, network neurali, text mining e... | By Valentina Porcu",Intermediate
ディープラーニング : Pythonでゼロから構築し学ぶ人工知能（AI）と深層学習の原理,4.0,機械学習（マシンラーニング）の中でも特に注目を集めているDeep Learningを学び、TensorFlowやChainerなどのフレームワークを使わずに、畳み込みニューラルネットワーク（CNN）までゼロから構築できるようになりましょう。 | By 我妻 幸長 Yukinaga Azuma,Beginner
Tensorflow 2.0: Guía completa para el Nuevo Tensorflow,4.6,Crea soluciones sorprendentes de Deep Learning e Inteligencia Artificial y súbelas a producción con TensorFlow 2.0 | By Juan Gabriel Gomila Salas,All Levels
Deep Learning e Reti Neurali con Python: il Corso Pratico,4.3,"Apprendi i segreti del Deep Learning e impara a creare le tue Reti Neurali Artificiali con Python, Keras e Tensorflow. | By Giuseppe Gullo",All Levels
Data Science & Maschinelles Lernen in Python - am Beispiel,4.3,Werde Datenexperte! Umfassender Kurs zum Thema Data-Mining und Maschinellem Lernen mit Python und Spark | By Jannis Seemann,All Levels
Python ile Makine Öğrenmesi,4.5,"Yapay zeka, veri bilimi ve machine learning kavramlarını gerçek hayat problemleri üzerinden uygulayarak öğreneceksiniz. | By Dr. Şadi Evren Şeker",All Levels
Introduction au Machine Learning,4.5,Apprenez à créer sur Python des modèles de Machine Learning puissants et créateurs de valeur. Templates de codes inclus. | By Hadelin de Ponteves,Beginner
Natural Language Processing für Data Science mit Python,4.5,"Lerne Machine Learning, SpaCy, NLTK, SciKit-Learn, Deep Learning, und mehr für Natural Language Processing | By Dr. René Brunner",Intermediate
【TensorFlow・Python 3】GANによる画像生成AI自作入門,4.2,「お父さんAIスケッチ」で使われている、TensorFlowとPython3で画像生成（GAN：Generative Adversarial Network。敵対的生成ネットワーク）に挑戦。TensorFlowによる開発手順も確認できます。 | By 井上 博樹 (Hiroki Inoue),All Levels
從零開始學Machine Learning第一部 - Linear Regression篇,4.6,Python教學 ，演算法，數學，實踐操作結合 | By Ken Cen,All Levels
"Super Formação Inteligência Artificial com R, Python e Weka",4.4,Aprenda as mais Importantes Técnicas e Algoritmos de Inteligência Artificial e Machine Learning | By Fernando Amaral,All Levels
Programmer en Python pour la Data Science de A à Z,4.7,"Apprenez à programmer en Python et à utiliser NumPy, Pandas, Matplotlib et Seaborn pour faire de la Data Science. | By Amandine Velt | Data Science - Python - R",All Levels
Statistik für Data Science und Business Analytics,4.3,"Lerne, wie Du Statistik und Wahrscheinlichkeiten auf praxisnahe Data Science und Business Fälle anwenden kannst. | By Dr. René Brunner",All Levels
"Data Science, Apache Spark & Python: Analysiere echte Daten!",4.3,"Erlebe Spark, indem du echte Daten analysierst - Geburtsstatistiken, Gletscherdaten, Taxibestellungen, ... | By Jannis Seemann",Intermediate
Artificial Intelligence und Reinforcement Learning in Python,4.4,Entwerfe eine eigene Künstliche Intelligenz (AI) mit TensorFlow und Keras. Schritt für Schritt und anschaulich erklärt. | By Jan Schaffranek,All Levels
【Kaggleで学ぼう】Python と Keras で学ぶディープラーニング開発入門,4.2,データサイエンスの基礎を学んで、目指せKaggler (カグラー) ! TensorFlowとKerasで短期間にディープラーニングによるAI開発手法を学び、Kaggleコンペティションに挑戦し、データサイエンティストとして活躍しよう！ | By 井上 博樹 (Hiroki Inoue),Beginner
Aprenda Programação em Python 3 do Zero com Facilidade,4.7,Domine o Python3! Curso Completo com Exercícios e Projetos + Bônus Especial: Machine Learning Supervisionado em Python! | By Ivan Lourenço Gomes,All Levels
R ile Veri Bilimi ve Machine Learning (35 Saat),4.5,"R, Makine Öğrenmesi(Machine Learning), Data Science(Veri Bilimi) Platformun 'en kapsamlı' ve modern iş uygulamalı kursu! | By Mustafa Vahit Keskin",Beginner
Deep Learning: Generative Neuronale Netzwerke mit Python,4.7,"Entwerfe eigene künstliche Intelligenzen (AI) mit TensorFlow und Keras, die Bilder von Tieren un Objekten erzeugen kann. | By Jan Schaffranek",All Levels
TensorFlow: Machine Learning e Deep Learning com Python,4.5,Construa redes neurais artificiais modernas com o Google TensorFlow e especialize-se em Inteligência Artificial! | By Jones Granatyr,All Levels
Python 3 数据分析 Data Science零基础完全入门,4.5,"Numpy/Pandas/Matplotlib/Seaborn, 數據處理，分析，可視化，通過Python入門數據科學,機器學習 | By Peng Xiao（肖鹏）",All Levels
Machine Learning y Data Science con Python,4.4,"Todo lo necesario para convertirse en un Data Scientist, usando Python | By Manuel Garrido",All Levels
Programmer en R pour la Data Science de A à Z,4.6,Intéressés par la Data ? Apprenez à faire de la Data Science et du Machine Learning avec le langage R sans pré-requis! | By Amandine Velt | Data Science - Python - R,All Levels
Apprendre la data science par la pratique avec Python !,4.4,"Data Science, Python, Machine learning, data viz, data mining, SQL, API, Web scraping, big data, Jupyter | By Sébastien Daviot",All Levels
【R言語をゼロから理解していく】データサイエンスの実践例から学ぶデータ分析入門,3.9,データサイエンスの理解、R言語プログラミングでの基本統計量・可視化、データ分析プロセスの基礎を網羅！オープンデータ(e-stat)活用やSNS(twitter)分析といった広域なデータ分析事例を紹介！ | By Yutaka Kataoka,Beginner
"【TensorFlow・Kerasで学ぶ】時系列データ処理入門（RNN/LSTM, Word2Vec)",4.0,"TensorFlow, KerasとPython3を使って、自然言語処理や時系列データ処理を学びましょう。日本語＋動画で学べる唯一の講座（2017年8月現在）です。RNN/LSTMは、機械翻訳、自動字幕表示、株価予測などに使用されています。 | By 井上 博樹 (Hiroki Inoue)",Beginner
Power BI Completo: De cero a desarrollador Power BI,4.3,Curso de Power BI: Inteligencia de Negocios con Power BI | By Sebastian Tunnell,All Levels
Spark und Python für Big Data und Data Science mit PySpark,4.3,Lerne Apache Spark 2.3 mit Python einzusetzten (mit Machine Learning und Streaming) | By Dr. René Brunner,Beginner
Data Science - Język R dla początkujących,4.8,w sam raz na początek kariery w data science | By Rafał Mobilo,Beginner
L'Intelligence Artificielle pour l'Entreprise,4.7,Créez des IA pour résoudre des problèmes réels du monde de l'entreprise | By Hadelin de Ponteves,Beginner
Data Science ve Python: Sıfırdan Uzmanlığa Veri Bilimi (2),4.6,Bir Profesyonel gibi Data Science(Veri Bilimi) öğrenin ve Yapay Zeka öğrenmek için gerekli temelleri atın! | By DATAI TEAM,Beginner
Deep Learning e Inteligencia artificial con Keras/Tensorflow,4.5,Conviertete en un experto del Deep Learning mediante este curso guiado desde cero y su material en Python | By David Fuentes Jiménez,All Levels
Manipulação e Análise de Dados com Pandas - Python,4.6,"Aprenda na prática com análise de dados de campeonatos de Data Science e Data Analysis. | By Rafael F. V. C. Santos, Ph.D.",Intermediate
Deep Learning A-Z™：人工神经网络实践,4.5,跟着两位机器学习与数据科学专家，学习用Python创建深度学习算法。包含模板。(英文原音) | By Kirill Eremenko,All Levels
Raspberry Pi とTensorFlow ではじめるAI・IoTアプリ開発入門,4.1,2018年8月、Google BrainチームはTensorFlow 1.10をリリースし、Raspberry Pi（Raspbian）に正式対応しました。ラズベリーパイでディープラーニング・IoTにチャレンジしましょう！ | By 井上 博樹 (Hiroki Inoue),All Levels
【 TensorFlow・Python3 で学ぶ】深層強化学習入門,3.3,Qラーニングや方策勾配など強化学習の基礎理論を学び、Pythonでプログラムを書いてエージェントを作成し、理解を深めましょう。 | By 井上 博樹 (Hiroki Inoue),Beginner
Corso completo di Data Science con R,4.6,"Da principiante a esperto nelle tecniche di Data Science con R: machine learning, network neurali, text mining e... | By Valentina Porcu",Intermediate
Machine Learning ve Python: A'dan Z'ye Makine Öğrenmesi (4),4.3,Python ile Machine Learning algoritmaları geliştirerek Yapay Zeka amacımıza bir adım daha yaklaşalım ! | By DATAI TEAM,All Levels
Tensorflow 2.0: Um Guia Completo sobre o novo TensorFlow,4.5,Crie aplicações incríveis de Aprendizado Profundo (Deep Learning) e Inteligência Artificial com a biblioteca do Google | By Jones Granatyr,All Levels
Estatística para Data Science e Análise de Negócios,4.3,"Você precisa de Estatística no escritório: Estatística Descritiva e Inferencial, Testes de Hipóteses | By 365 Careers",All Levels
Python ile Yapay Zeka: A'dan Z'ye Reinforcement Learning (7),4.6,Yapay Zekanın en gizemli konularından biri olan Reinforcement Learning (Pekiştirmeli Öğrenme) ile geleceğe hazırlanın !! | By DATAI TEAM,All Levels
みんなのディープラーニング講座 ゼロからChainerとPythonで学ぶ深層学習の基礎,4.1,初心者向けディープラーニングのコースです。ニューラルネットワーク用ライブラリChainerとプログラミング言語Pythonを使って、深層学習の基礎を習得しましょう。人口知能（AI）や機械学習の分野で、特に注目を集めている技術です。 | By 我妻 幸長 Yukinaga Azuma,Beginner
Deep Learning ve Python: İleri Seviye Derin Öğrenme (5.2),4.5,"Pytorch, Keras ve Python ile ileri seviye Computer Vision ve Convolutional Neural Networks (CNNs) | By DATAI TEAM",All Levels
Deep Learning ve Python: A'dan Z'ye Derin Öğrenme (5.1),4.6,Python ile Deep Learning algoritmaları geliştirerek Artificial Intelligence amacımıza bir adım daha yaklaşalım ! | By DATAI TEAM,All Levels
【ビジネスパーソン必見】機械学習の基礎・単回帰分析を中学数学で論理的に学び、重回帰分析をPythonで実行,4.3,AI(人工知能)、機械学習、ディープラーニング(深層学習)の違いを理解し、まずは最も易しい機械学習のロジックを中学レベルの数学で理解。基本を習得した後、高度なデータをPythonで処理する方法を学ぶ。ストレスフリーで機械学習をマスターする。 | By サーチマン 佐藤,Beginner
Big Data Analytics con Python e Spark 2.4: il Corso Pratico,4.4,Impara ad analizzare e processare i Big Data con Python e Spark ( PySpark ) | By Giuseppe Gullo,All Levels
Deep Learning - Redes Neuronales con Python,4.3,Crea Inteligencia Artificial en Python. (Incluye plantillas de código) | By Eric Alexander,Beginner
Python深度學習--徹底研究，從零開始親手學習類神經網路深度學習-親手徹底研究TensorFlow程式設計,4.0,Python深度學習---徹底研究，打好PYTHON基礎，應用在大數據，機器學習和人工智慧，親手實作Cifar-10圖像辨識使用CUDA及CUDNN，親手打造手寫辨識，類神經網路深度學習徹底研究TensorFlow程式設計與強化學習。 | By 吳老師教學中心 人工智慧大數據教學中心,Beginner
アプリケーション開発者のための機械学習実践講座,4.1,本コースは、アプリケーション開発者を対象にした機械学習のコースです。 機械学習単体だけでなく、導入プロセスやプログラム設計指針など、実際の導入に辺り課題となる点も含め解説します。実装では、Pythonを利用した実例も交え学んでいきます。 | By Takahiro Kubo,Intermediate
脳科学と人工知能: シンギュラリティ前夜における、人間と機械の接点,4.1,脳科学とAIの基礎を、数学やPython等のプログラミングなしでボーダレスに学びます。脳の仕組みをニューラルネットワークや強化学習などのアルゴリズムを交えながら学習し、テクノロジーやビジネスの未来に対する洞察力を育みます。 | By 我妻 幸長 Yukinaga Azuma,Beginner
Deep Learning: Neuronale Netze mit TensorFlow 2.0 und Keras,3.9,"Programmiere mehrere (10+) Neuronale Netze mit Tensorflow 2, Keras und Python! Erforsche Machine Learning in der Praxis! | By Saif Al-Dilaimi",All Levels
Estadística para Data Science y análisis de negocios,4.7,"La estadística que necesitas en la oficina: inferencial y descriptiva, pruebas de hipótesis, análisis de regresión. | By 365 Careers",All Levels
Yapay Zeka ve Derin Öğrenme A-Z™: Tensorflow,4.2,"Google Tensorflow ile Python Dilinde Makine öğrenimi, Yapay Sinir Ağları ve Deep Learning Programları Geliştirin | By Software Development",All Levels
Pythonによる教育データ分析入門：Pythonの基礎から回帰分析・項目分析まで,4.3,本コースは、様々なビジネスシーンでも活用しやすい回帰分析をはじめ、Pythonを用いた複数の分析手法を習得します。識別力指標としての点双列相関、信頼性係数を求め、項目困難度と組合わせた分析を行います。分析結果の可視化にも挑戦します。 | By 近藤 悠介,Beginner
"Bilgisayar Görüşü ile Yüz ve Nesne Tanıma | R-CNN, SSD, GANs",4.0,Yapay zeka ve derin öğrenme teknikleriyle Python dilinde Computer Vision | OpenCV | Object Detection |Yüz Tanıma |GANs | By Software Development,All Levels
成為初級資料分析師 | R 程式設計與資料科學應用,4.7,以成為初級資料分析師（Junior Data Analyst）為最終目標的 R 程式設計與資料科學應用課程 | By Yao-Jen Kuo,Beginner
Deep Learning w języku Python - Konwolucyjne Sieci Neuronowe,4.5,Zrób krok w stronę sieci neuronowych dzięki bibliotece Keras! | By Paweł Krakowiak,Intermediate
"Uczenie maszynowe w Pythonie. Podstawy, perceptron, regresja",4.8,Machine Learning już się dzieje i będzie się dziać dalej. Warto je poznać! | By Rafał Mobilo,Intermediate
從零開始學Machine Learning第二部 - Classification篇,4.5,Logistic Regression | By Ken Cen,All Levels
Natural Language Processing con Python: il Corso Pratico,4.6,"Impara il Natural Language Processing (NLP) e sviluppa i tuoi Chatbot utilizzando il Machine Learning, NLTK e Spacy | By Giuseppe Gullo",All Levels
Data Science Bootcamp w języku Python - od A do Z - 2020,4.8,(NOWOŚĆ) Wejdź w świat data science i otwórz sobie drogę do zawodu przyszłości! | By Paweł Krakowiak,Beginner
Wprowadzenie do sieci neuronowych - Tensorflow 2.0 + Keras,4.6,(NOWOŚĆ) Naucz się budować sieci neuronowe w języku Python wykorzystując najnowocześniejsze rozwiązania! | By Paweł Krakowiak,Intermediate
Introduzione alla programmazione con R,4.4,Il corso completo in italiano per apprendere le basi di R | By Valentina Porcu,Beginner
【世界で21万人が受講】データサイエンティストを目指すあなたへ〜データサイエンス25時間ブートキャンプ〜,4.0,機械学習・ディープラーニング・人工知能に関するビジネス上の課題を、回帰分析・ニューラルネットワーク・K近傍法等を使って解いていきます。python、jupyter、numpy、pandas、tensorflow等のスキルも身に付きます。 | By 365 Careers,All Levels
Inteligência Artificial Para Todos com Excel,4.5,Conheça técnicas de Inteligência Artificial e Ciência de Dados usando Excel | By Fernando Amaral,All Levels
İstatistik & Python: A'dan Z'ye Temel İstatistik Bilimi (6),4.3,Yapay Zeka Öğrenme Yolunda Temel İstatistik Kavramlarını Öğrenin ve Kendinizi İstatistik Biliminde Geliştirin - 2020 | By DATAI TEAM,All Levels
