title,rating,level,link,detail
LEARNING PATH: Python: Real-World Data Science with Python,1.0,Intermediate,https://www.udemy.com/course/learning-path-python-real-world-data-science-with-python/,Unleash the power of Python to get a hands-on experience with the powerful data mining techniques of Python | By Packt Publishing
LEARNING PATH: TensorFlow: RealWorld Solutions to TensorFlow,0.0,Intermediate,https://www.udemy.com/course/learning-pathtensorflow-real-world-solutions-to-tensorflow/,Build deployable solutions and tackle common machine learning problems with ease using Google’s TensorFlow library | By Packt Publishing
Journey from Statistics to Machine Learning,2.6,Intermediate,https://www.udemy.com/course/journey-from-statistics-to-machine-learning/,Understand various concepts related to Statistics and Machine Learning | By Packt Publishing
Machine Learning for Developers: 2-in-1,0.0,Beginner,https://www.udemy.com/course/machine-learning-for-developers-2-in-1/,Skill up your knowledge of Neural Networks to build high performance applications with machine learning. | By Packt Publishing
Data Science with Spark,3.0,Beginner,https://www.udemy.com/course/data-science-with-spark/,Get started with Spark for data science using this unique video tutorial | By Packt Publishing
Bite-Sized Data Science with Python and Pandas: Introduction,4.2,Intermediate,https://www.udemy.com/course/bite-sized-data-science-with-python-introduction/,Follow along as we analyze a real-life dataset and learn data science with Python and Pandas | By Troy Shu
TensorFlow Slim(TF-Slim) In Depth,0.0,All Levels,https://www.udemy.com/course/tf-slim-in-depth-course/,Dive into deep learning by solving real real-world datasets using Tensorflow-Slim(TF-Slim). | By MagicTech Academy
Learn Basic Data Visualization with R,3.3,All Levels,https://www.udemy.com/course/learn-basic-data-visualization-with-r/,Learn The Basic Concepts of Data Visualisation. You will learn how to visualise the data using R programming tool. | By Easylearning guru
Linear Regression : Prerequisites for Deep Learning,0.0,Beginner,https://www.udemy.com/course/linear-regression/,Linear Regression basic concepts in python with hand's on project | By Up Degree
Python Data Science Essentials,0.0,Intermediate,https://www.udemy.com/course/python-data-science-essentials/,Learn the fundamentals of data science with Python | By Packt Publishing
Data Science - Python for Machine Learning Crash Course,2.2,Beginner,https://www.udemy.com/course/beginners-hands-on-python-for-data-science/,Machine Learning in Data Science using Python with hands on examples. | By Vinita Silaparasetty
Natural Language Processing with Python,2.8,Intermediate,https://www.udemy.com/course/natural-language-processing-with-python/,Learn and master the NLTK library in Python to create your own NLP apps | By Packt Publishing
Deep Learning Zero to Hero ™: Hands-On Artificial Neural N/W,1.0,All Levels,https://www.udemy.com/course/deep-learning-zero-to-hero/,Learn to create Deep Learning Algorithms in Python from Machine Learning & Data Science | By Naidu scientist at WORLD NO 1 MNC
Coaching Course: Adv Analytics in R for Data Science Part 1,0.0,Intermediate,https://www.udemy.com/course/coaching-course-adv-analytics-in-r-for-data-science-part-1/,A Blended Learning Course in Programming | By DioPACT Learning
Machine Learning with R,4.0,Beginner,https://www.udemy.com/course/machine-learning-with-r-d/,Machine Learning and Statistical Learning with R | By SVBook Pte. Ltd.
Detecting Cybertrolls using deep learning,0.0,Beginner,https://www.udemy.com/course/detecting-cybertrolls-using-deep-learning/,"Learn how to classify cybertrolls using deep learning, python and keras | By Evergreen Technologies"
Learn Data Science With R Part 4 of 10,0.0,Intermediate,https://www.udemy.com/course/learn-data-science-with-r-part-4-of-10/,Machine Learning | By Ram Reddy
Demystifying Word Embeddings with fastText and ML,3.5,Beginner,https://www.udemy.com/course/demystifying-word-embeddings-with-fasttext-and-ml/,Demystifying Word Embeddings with fastText and machine learning | By Evergreen Technologies
Extending Machine Learning Algorithms,3.3,Intermediate,https://www.udemy.com/course/extending-machine-learning-algorithms/,In-depth explanation of machine learning algorithms | By Packt Publishing
Data Visualization in Python for Machine Learning Engineers,4.3,Intermediate,https://www.udemy.com/course/data-visualization-in-python-for-machine-learning-engineers/,The Third Course in a Series for Mastering Python for Machine Learning Engineers | By Mike West
Building Deep Neural Networks in Keras Master Class,3.8,Intermediate,https://www.udemy.com/course/building-deep-neural-networks-in-keras-master-class/,A Practical Guide to Tuning Deep Learning Models with Keras | By Mike West
Natural Language Processing (NLP) for Beginners Using NLTK,4.1,All Levels,https://www.udemy.com/course/natural-language-processing-nlp-for-beginners-using-nltk-in-python/,Your journey to NLP mastery starts here | By Harshal Samant
"Tensorflow 2.0 | Recurrent Neural Networks, LSTMs, GRUs",3.7,Intermediate,https://www.udemy.com/course/tensorflow-20-recurrent-neural-networks-lstms-grus/,"Sequence prediction course that covers topics such as: RNN, LSTM, GRU, NLP, Seq2Seq, Attention, Time series prediction | By Jad Slim"
Python for Machine Learning - Part 1,4.0,Beginner,https://www.udemy.com/course/python-for-machine-learning-t/,A Prerequisite to Learn Machine Learning | By Polani Damodar
R Basics - R Programming Language Introduction,4.5,Beginner,https://www.udemy.com/course/r-basics/,Learn the essentials of R Programming - R Beginner Level! | By R-Tutorials Training
Welcome to Artificial Intelligence !,4.3,All Levels,https://www.udemy.com/course/road-map-to-artificial-intelligence-and-machine-learning/,"NON TECHNICAL COURSE specifically created for AI/ML/DL Aspirants, gives insight about Road map to A.I | By Vinoth Rathinam"
"Polynomial Regression, R, and ggplot",4.3,Beginner,https://www.udemy.com/course/machlearn2/,Learn how to write and graph functions in R and how to fit polynomials to data sets. | By Charles Redmond
Introduction to Big Data - an overview of the 10 V's,4.0,All Levels,https://www.udemy.com/course/bigdata-course/,An overview of the Dimensions and Forms of Big Data. | By Taimur Zahid
Crash Course in Deep Learning with Google TensorFlow|Python,4.1,Intermediate,https://www.udemy.com/course/tensorflow-getting-started/,"Google TensorFlow : Learn, Implement Deep Learning & master one of the cornerstone skills of a Data Scientist. | By UNP United Network of Professionals"
The Complete Machine Learning Course: Go From Zero To Hero,1.0,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-go-from-zero-to-hero-g/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Complete Machine Learning Course: Beginner to Advanced,3.0,All Levels,https://www.udemy.com/course/complete-machine-learning-course-beginner-to-advanced-l/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
A Gentle Introduction to Machine Learning Using SciKit-Learn,4.3,Intermediate,https://www.udemy.com/course/a-gentle-introduction-to-machine-learning-using-scikit-learn/,How to use Scikit-Learn to buid a supervised learning model | By Mike West
Artificial Intelligence Level 1: Cogito,4.0,Beginner,https://www.udemy.com/course/artificial-intelligence-level-1/,"Explore Artificial Intelligence | By Gilad James, PhD"
Mastering Data Science and Machine Learning Fundamentals,4.2,All Levels,https://www.udemy.com/course/mastering-data-science-and-machine-learning-fundamentals/,"A Beginner Course in Data Science, Machine Learning, Regression, Classification and Clustering (THEORY ONLY) | By AI Sciences"
Probability in R. Discrete Random Variables,4.2,Intermediate,https://www.udemy.com/course/probability-in-r-discrete-random-variables/,Infermath links mathematical theory with programming application to give high level understanding of quantitative fields | By Pawel Dudko
Data Science 101 Data Analytics Class Python Bootcamp NYC,3.9,Beginner,https://www.udemy.com/course/data-science-101-class-python-pandas-bootcamp-course-nyc-new-york/,"Data Science 101 Data Analytics Class Python Pandas Bootcamp (Non Programmers & Beginners at Wall Street NYC, New York) | By Shivgan Joshi"
Introduction to AI for Business,4.0,Beginner,https://www.udemy.com/course/introduction-to-ai-for-business/,Amplifying Human Ingenuity with Intelligent Technology | By Zigurat Innovation & Technology Business School
"Applied Deep Learning: Build a Chatbot - Theory, Application",4.2,Intermediate,https://www.udemy.com/course/applied-deep-learning-build-a-chatbot-theory-application/,Understand the Theory of how Chatbots work and implement them in Python and PyTorch! | By Fawaz Sammani
Artificial Intelligence Markup Language (AIML),4.4,Beginner,https://www.udemy.com/course/artificial-intelligence-markup-language/,Create your own chatbots using the world's most popular chatbot language. | By Steve Worswick
Introduction to Data Science using Python (Module 1/3),4.2,Beginner,https://www.udemy.com/course/introduction-to-data-science-using-python/,Learn Data science / Machine Learning using Python (Scikit Learn) | By Rakesh Gopalakrishnan
Getting Started with Decision Trees,4.4,Beginner,https://www.udemy.com/course/getting-started-with-decision-trees/,Learn the basics of Decision Trees - a popular and powerful machine learning algorithm and implement them using Python | By Analytics Vidhya
Mastering Data Science and Machine Learning Fundamentals,4.2,All Levels,https://www.udemy.com/course/mastering-data-science-and-machine-learning-fundamentals/,"A Beginner Course in Data Science, Machine Learning, Regression, Classification and Clustering (THEORY ONLY) | By AI Sciences"
Probability in R. Discrete Random Variables,4.2,Intermediate,https://www.udemy.com/course/probability-in-r-discrete-random-variables/,Infermath links mathematical theory with programming application to give high level understanding of quantitative fields | By Pawel Dudko
Data Science 101 Data Analytics Class Python Bootcamp NYC,3.9,Beginner,https://www.udemy.com/course/data-science-101-class-python-pandas-bootcamp-course-nyc-new-york/,"Data Science 101 Data Analytics Class Python Pandas Bootcamp (Non Programmers & Beginners at Wall Street NYC, New York) | By Shivgan Joshi"
Introduction to AI for Business,4.0,Beginner,https://www.udemy.com/course/introduction-to-ai-for-business/,Amplifying Human Ingenuity with Intelligent Technology | By Zigurat Innovation & Technology Business School
Python NumPy For Your Grandma,3.8,All Levels,https://www.udemy.com/course/python-numpy-for-your-grandma/,"Python NumPy made so easy, your grandma could learn it! | By Ben Gorman"
Introduction to R,4.3,Beginner,https://www.udemy.com/course/introduction-to-r/,Learn the core fundamentals of the R language for interactive use as well as programming | By Jagannath Rajagopal
The Ultimate Machine Learning Course: Go From Zero To Hero,2.0,All Levels,https://www.udemy.com/course/the-ultimate-machine-learning-course-go-from-zero-to-hero/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
The Complete Machine Learning Course: Beginner To Advance,2.3,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-beginner-to-advance/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
The Complete Machine Learning Course: Go From Zero To Hero,3.0,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-go-from-zero-to-hero/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
"R, ggplot, and Simple Linear Regression",4.4,Beginner,https://www.udemy.com/course/machlearn1/,Begin to use R and ggplot while learning the basics of linear regression | By Charles Redmond
Complete Machine Learning Course - Learn From Scratch,2.6,All Levels,https://www.udemy.com/course/complete-machine-learning-course-learn-from-scratch-s/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Complete Machine Learning Course: Go From Beginner To Expert,1.0,All Levels,https://www.udemy.com/course/complete-machine-learning-course-go-from-beginner-to-expert-n/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Complete Machine Learning Course: Go From Beginner To Expert,1.0,All Levels,https://www.udemy.com/course/complete-machine-learning-course-go-from-beginner-to-expert-n/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
The Complete Machine Learning Course: Beginner To Advance,2.3,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-beginner-to-advance/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Complete Machine Learning Course: Zero to Hero,2.0,All Levels,https://www.udemy.com/course/complete-machine-learning-course-zero-to-hero-g/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
ML Web Apps to Change the World - Predicting Life Expectancy,4.0,Intermediate,https://www.udemy.com/course/python-machine-learning-web-applications-to-change-the-world/,Let's Create a Web App to Predict Life Expectancy and Let the Entire World Access It | By Manuel Amunategui
Meeshkan: Machine Learning the GitHub API,4.4,Intermediate,https://www.udemy.com/course/meeshkan-machine-learning-the-github-api/,"Learn how to plan, deploy and run a Machine Learning problem on AWS and Meeshkan | By Mike Solomon"
The Complete Machine Learning Course - Learn From Scratch,2.3,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-learn-from-scratch/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Mobile ML and Data Science with nitroproc,4.6,All Levels,https://www.udemy.com/course/work-with-big-data-locally-with-nitroproc/,"Use nitroproc to process and model big data, do machine learning and statistics using any device | By Francisco Juretig"
"Training Sets, Test Sets, R, and ggplot",4.5,Intermediate,https://www.udemy.com/course/machlearn3/,How to evaluate regression model performance in R | By Charles Redmond
Kickstart Artificial Intelligence,3.5,Intermediate,https://www.udemy.com/course/kickstart-ai/,Practical Hands on course to Artificial Intelligence | By Kashyap Murali
Teaching Data Science: A Short Course for Instructors,4.5,All Levels,https://www.udemy.com/course/teaching-data-science/,Tips and tricks for building great data science content | By Isaac Faber
Learn Data Science With R Part 1 of 10,3.6,Beginner,https://www.udemy.com/course/datascience_with_r/,Data Science with R Basics | By Ram Reddy
Complete Machine Learning Course: Go From Beginner To Expert,1.0,All Levels,https://www.udemy.com/course/complete-machine-learning-course-go-from-beginner-to-expert-q/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Bootcamp for KNIME Analytics Platform,4.4,Beginner,https://www.udemy.com/course/knime-bootcamp/,"For users new to KNIME and data science, or experienced users of other data science tools. | By KNIME Inc"
Learn R for Business Analytics from Basics,4.1,Beginner,https://www.udemy.com/course/training-in-r-for-business-analytics-a-beginners-guide/,Know basics of Business Analytics ?! Work-out those skills further on R-platform. Learn R for BA over a weekend ! | By Analytics 17
Web Scraping with Python 101: Build Scrapy Essential Skills,4.0,Beginner,https://www.udemy.com/course/web-scraping-essential-skills/,"Learn web scraping with an Amazon Case Study, including practical recommendations and how to proceed, in exactly 1h !! | By Tarkan Aguner"
Complete Machine Learning Course: Beginner to Advanced,3.9,All Levels,https://www.udemy.com/course/complete-machine-learning-course-beginner-to-advanced/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Introduction to Natural Language Processing,4.0,Beginner,https://www.udemy.com/course/introduction-to-natural-language-processing/,"Learn basics of Natural Language Processing (NLP), Regular Expressions and Text Pre-processing using Python | By Analytics Vidhya"
Complete Machine Learning Course: Beginner to Advanced,3.9,All Levels,https://www.udemy.com/course/complete-machine-learning-course-beginner-to-advanced/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
The Ultimate Machine Learning Course: Go From Zero To Hero,1.7,All Levels,https://www.udemy.com/course/ultimate-machine-learning-course-go-from-zero-to-hero/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
"Explore, Track, Predict the ISS in Realtime With Python",4.5,Beginner,https://www.udemy.com/course/explore-track-and-predict-the-iss-in-realtime-with-python/,"Where is the International Space Station, Who's On It? Let's Build a Web App to Find out with Python and Data Science | By Manuel Amunategui"
Explore Population Pyramids with Python and Web Applications,4.6,Beginner,https://www.udemy.com/course/explore-population-pyramids-with-python-and-web-applications/,"Let's Understand Past, Present and Future Population Growth Using Python and Port our Findings to the Web for the World! | By Manuel Amunategui"
New in Big Data: Apache HiveMall - Machine Learning with SQL,3.6,Beginner,https://www.udemy.com/course/new-in-big-data-apache-hivemall-machine-learning-with-sql/,"HiveMall SQL on Spark, MapReduce and Tez. Leverage your knowledge of SQL to enter Machine Learning and Big Data space. | By Elena Akhmatova"
CatBoost vs XGBoost - Quick Intro and Modeling Basics,4.5,Intermediate,https://www.udemy.com/course/catboost-vs-xgboost-a-gentle-introduction/,Learn how to use CatBoost for Classification and Regression with Python and how it compares to XGBoost | By Manuel Amunategui
Machine Learning Course A-Z: Go From Zero To Hero,2.8,All Levels,https://www.udemy.com/course/machine-learning-course-a-z-go-from-zero-to-hero/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
A Gentle Introduction to Deep Learning Using Keras,4.3,Beginner,https://www.udemy.com/course/a-gentle-introduction-to-deep-learning-using-keras/,A Visual Learners Guide to Building Neural Networks Using Keras | By Mike West
Learn Python Basics for Data Science,3.9,Beginner,https://www.udemy.com/course/learn-python-for-data-science/,Learn the fundamentals of the python programming language for Data Science. Practice and Solution Notebooks included. | By Valentine Mwangi
Ultimate Machine Learning Course - Learn From Scratch,3.2,All Levels,https://www.udemy.com/course/ultimate-machine-learning-course-learn-from-scratch/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Maths for Data Science by DataTrained,3.8,Beginner,https://www.udemy.com/course/maths-for-data-science-by-datatrained/,Explore the application of key mathematical topics related to linear algebra with the Python programming language | By Ajay Nadia
The Top 5 Machine Learning Libraries in Python,4.1,Beginner,https://www.udemy.com/course/the-top-5-machine-learning-libraries-in-python/,A Gentle Introduction to the Top Python Libraries used in Applied Machine Learning | By Mike West
Learn Data Wrangling with Python,3.8,Beginner,https://www.udemy.com/course/data-wrangling-with-python-in-1-hour/,Perform Data Wrangling with the Python Programming Language. Practice and Solution Notebooks included. | By Valentine Mwangi
The Complete Machine Learning Course: Zero to Hero,1.8,All Levels,https://www.udemy.com/course/the-complete-machine-learning-course-zero-to-hero-1/,Learn Machine Learning from scratch and go from zero to hero in Machine Learning | By ABD Muhammad
Career & Jobs in Big Data Science Zero 2 Hero A-Z New York,3.9,Beginner,https://www.udemy.com/course/career-jobs-in-big-data-science-zero-2-hero-a-z-new-york/,"Understand Data Science Career and Jobs. Get introduced to Data Science course, career and salaries. | By Shivgan Joshi"
Introduction to Artificial Intelligence in Software Testing,4.0,Beginner,https://www.udemy.com/course/introduction-to-artificial-intelligence-in-software-testing/,Learn the Basic Fundamentals of Artificial Intelligence (AI) in Software Testing in less than 30 minutes! | By Sujal Patel
"Python Bootcamp: Vom Anfänger zum Profi, inkl. Data Science",4.6,Beginner,https://www.udemy.com/course/python-bootcamp/,"✓ Python komplett: Grundlagen, Webapps, Crawler, Numpy, Pandas, Module, OOP, IO, Machine Learning, Deep Learning,... | By Jannis Seemann"
Curso completo de Machine Learning: Data Science en Python,4.6,All Levels,https://www.udemy.com/course/machinelearningpython/,Aprende los algoritmos de Machine Learning con Python para convertirte en un Data Science con todo el código para usar | By Juan Gabriel Gomila Salas
【キカガク流】人工知能・機械学習 脱ブラックボックス講座 - 初級編 -,4.3,Beginner,https://www.udemy.com/course/kikagaku_blackbox_1/,1000人以上が受講している（株）キカガクの『脱ブラックボックスセミナー』が遂に登場！機械学習の参考書を「閉じてしまった人」への再入門に最適な講座です。微分・線形代数といった数学の基礎からPythonでの実装まで短時間で習得しましょう。 | By 吉崎 亮介
【世界で5万人が受講】実践 Python データサイエンス,4.1,All Levels,https://www.udemy.com/course/python-jp/,データ解析の基本、可視化、統計、機械学習などデータサイエンスに関するあらゆる実践的なスキルがPythonで身に付く！ | By Shingo Tsuji
【キカガク流】人工知能・機械学習 脱ブラックボックス講座 - 中級編 -,4.5,Beginner,https://www.udemy.com/course/kikagaku_blackbox_2/,日本語トップコースである【キカガク流】脱ブラックボックス講座の中級編が遂に登場！「キカガクの知識は現場で使える！」そんな講座を目指しました。微分・線形代数といった数学の基礎からPythonでの実装まで短時間で習得しましょう。 | By 吉崎 亮介
"Deep Learning, Neuronale Netze & AI: Der Komplettkurs",4.5,Intermediate,https://www.udemy.com/course/deep-learning-und-ai/,"Der Komplettkurs mit Python, Keras und Tensorflow 2: Erkenne Bilder, sage den Bitcoin-Kurs vorher & schreibe eine AI! | By Jannis Seemann (CodingCourses.TV)"
Machine Learning von A-Z: Lerne Python & R für Data Science!,4.6,Beginner,https://www.udemy.com/course/machine-learning-komplett/,"Maschinelles Lernen komplett: Regression, Klassifizierung, Clustering, NLP & Bonus: Deep Learning / Neuronale Netze | By Jannis Seemann (CodingCourses.TV)"
【ゼロから始めるデータ分析】 ビジネスケースで学ぶPythonデータサイエンス入門,4.3,Beginner,https://www.udemy.com/course/optworks_1/,分析コンペティションに参加しながら回帰分析による売上予測、機械学習での顧客ターゲティングなど実践的なビジネス課題でデータ分析の一連の流れを身に着けよう。 プログラミング初心者にもおすすめ。 | By 株式会社SIGNATE （旧株式会社オプトワークス）
"Deep Learning, Neuronale Netze und TensorFlow 2 in Python",4.6,All Levels,https://www.udemy.com/course/deep-learning-grundlagen-neuronale-netzwerke-mit-tensorflow/,"Beherrsche das Deep Learning für eigene Neuronale Netzwerke. Nutze Python, TensorFlow 2 und Keras um Probleme zu lösen. | By Jan Schaffranek"
Formação Cientista de Dados com Python e R,4.4,All Levels,https://www.udemy.com/course/cientista-de-dados/,Domine as mais Importantes Técnicas de Data Science e Seja o Profissional Mais Cobiçado da Atualidade | By Fernando Amaral
Le Deep Learning de A à Z,4.6,All Levels,https://www.udemy.com/course/le-deep-learning-de-a-a-z/,Apprenez à créer des algorithmes de Deep Learning en Python par des experts en Machine Learning & Data science. | By Hadelin de Ponteves
AIのための数学講座：少しづつ丁寧に学ぶ人工知能向けの線形代数/確率・統計/微分,4.2,Beginner,https://www.udemy.com/course/math-for-ai/,AIの学習を始めるために必要な数学を1つの講座にまとめました。プログラミング言語Pythonを用いて、式の意味を確認しながら少しずつ丁寧に学びます。人工知能に必要な数学を、着実に学んでいきましょう。 | By 我妻 幸長 Yukinaga Azuma
Intelligence Artificielle de A à Z,4.4,Beginner,https://www.udemy.com/course/intelligence-artificielle-az/,"Combinez la puissance des Data Sciences, du Machine Learning et du Deep Learning pour créer des IA redoutables ! | By Hadelin de Ponteves"
Machine Learning de A a la Z: R y Python para Data Science,4.5,All Levels,https://www.udemy.com/course/machinelearning-es/,Aprende a crear algoritmos de Machine Learning en Python y R con expertos en Data Science. Con código fuente incluido! | By Juan Gabriel Gomila Salas
みんなのAI講座 ゼロからPythonで学ぶ人工知能と機械学習,4.0,Beginner,https://www.udemy.com/course/learning-ai/,初心者向けの人工知能と機械学習のコースです。プログラミング言語Pythonを使って、機械学習とプログラミングの基礎、必要な数学を勉強しましょう！文字認識や株価分析なども行います。 | By 我妻 幸長 Yukinaga Azuma
(50+ Saat) Python A-Z™: Veri Bilimi ve Machine Learning,4.7,Beginner,https://www.udemy.com/course/python-egitimi/,"Python, Machine Learning (Makine Öğrenmesi), İstatistik, SQL, Büyük Veri, Doğal Dil İşleme. 9 Eğitim 1 Arada! | By Mustafa Vahit Keskin"
Curso completo de Inteligencia Artificial con Python,4.3,All Levels,https://www.udemy.com/course/curso-completo-de-inteligencia-artificial/,"Combina el poder de los datos, Reinforcement Learning, Q-Learning y Deep Learning para crear IA en contextos reales | By Juan Gabriel Gomila Salas"
Python para Data Science e Machine Learning - COMPLETO,4.4,Intermediate,https://www.udemy.com/course/python-para-data-science-e-machine-learning/,"Aprenda os principais métodos de Aprendizado de Máquina, Ciência de dados e Python neste curso COMPLETO! | By Rodrigo Soares Tadewald"
【徹底的に解説！】人工知能・機械学習エンジニア養成講座（初級編～統計学から数字認識まで～）,4.1,Beginner,https://www.udemy.com/course/machine-learning-3algo/,単回帰分析・ロジスティック回帰分析・ニューラルネットワークの学習を通じ、機械学習の考え方を学びましょう。最後は手書きの数字を認識する（画像認識の）アルゴリズムをpythonで実装します。AI・機械学習エンジニアになりたい方にお勧めです。 | By 大橋 亮太
Machine Learning Komplettkurs mit Python inkl. AI Einführung,4.5,All Levels,https://www.udemy.com/course/machine-learning-grundlagen-mit-python-inkl-ai-einfuhrung/,Meistere das Maschinelle Lernen mit vielen praxisnahen Aufgaben. Inkl. mit Künstliche Intelligenz (AI) und TensorFlow 2. | By Jan Schaffranek
Deep Learning verstehen: Entwickle Neuronale Netze in Python,4.6,Intermediate,https://www.udemy.com/course/neuronale-netze-in-python/,Schritt für Schritt entwickelst du dein eigenes neuronales Netz bis hin zur Bilderkennung. Komplett am Beispiel! | By Jannis Seemann (CodingCourses.TV)
Les Data Sciences de A à Z,4.5,Beginner,https://www.udemy.com/course/les-data-sciences-de-a-a-z/,"Data Science, Business Analytics, Data Analysis, Data Mining, Tableau, Statistiques, Modélisation, Régression, SQL, SSIS | By Kirill Eremenko"
【画像判定AIアプリ開発・パート1】TensorFlow・Python・Flaskで作る画像判定AIアプリ開発入門,4.2,All Levels,https://www.udemy.com/course/tensorflow-advanced/,"Python 3 でクローリングして画像データを収集、加工し、画像分類器を作ってみよう。ディープラーニングによるモデル作成、改善を自分の集めたデータで実践します。Flaskでウェブアプリ化, XcodeでiOSアプリ化にも挑戦します。 | By 井上 博樹 (Hiroki Inoue)"
Machine Learning e Data Science com Python de A a Z,4.6,All Levels,https://www.udemy.com/course/machine-learning-e-data-science-com-python-y/,Aprenda as técnicas que o mundo real exige e torne-se um profissional competitivo na área de Inteligência Artificial! | By Jones Granatyr
Data Science de A a Z - Extraçao e Exibição dos Dados,4.4,Beginner,https://www.udemy.com/course/curso-data-science-completo/,Aprenda Data Science com Python e também áreas importantes como estatística e ETL no SQL Server! | By Felipe Mafra
【キカガク流】現場で使えるChainerによるディープラーニング入門,4.5,Intermediate,https://www.udemy.com/course/kikagaku-chainer/,受講生6000人突破！”あの”キカガクからディープラーニング（深層学習）を数学から実装まで体系的に学べるコースが登場。「キカガクの知識は現場で使える！」と自然に口に出せるようなコースを目指しました。 | By 今西 航平
机器学习 A-Z (Machine Learning A-Z in Chinese),4.6,All Levels,https://www.udemy.com/course/machinelearningchinese/,全面建立机器学习的知识架构，并且在Python和R里构建不同的机器学习模型。课程内容包括所有的代码模板。 | By Hadelin de Ponteves
Machine Learning avec Python : La formation complète,4.6,All Levels,https://www.udemy.com/course/formation-machine-learning-python/,Apprendre les fondamentaux du Machine Learning en Python pour la Data Science (sur des modèles réels de prédiction) | By Mon Coach Data | Python - SQL - Data Science - Machine Learning
プログラミング言語 Python 3 入門,4.1,Beginner,https://www.udemy.com/course/intro-to-python3/,機械学習、データサイエンス、統計分析の分野で重要度を増すプログラミング言語 Python の基本を、チュートリアル動画でマスターしよう。 | By Akihito Tamagawa
Curso completo de Machine Learning: Data Science con RStudio,4.7,All Levels,https://www.udemy.com/course/r-data-science/,"Aprende a analizar datos estadísticos con los trucos de Juan Gabriel Gomila, prof. de Universidad de las Islas Baleares | By Juan Gabriel Gomila Salas"
【PythonとStanで学ぶ】仕組みが分かるベイズ統計学入門,4.4,All Levels,https://www.udemy.com/course/pythonstan/,確率の基礎から出発し、ベイズ統計学の基礎およびMCMCの原理を学びます。概念の理解とPythonでのプログラミングへの実装を合わせる事で、動かしながら原理を理解できます | By Tetsuya T
"R für Data Science, Visualisierung und Machine Learning",4.3,Beginner,https://www.udemy.com/course/r-data-science-machine-learning/,Grundlagen in R und R-Studio für Data Science! Von Daten Analysen bis zum Maschinellen Lernen! | By Dr. René Brunner
MASTER EN MACHINE LEARNING Y REDES NEURONALES 2020! ¡PYTHON!,4.5,All Levels,https://www.udemy.com/course/mlmasterclass/,¿Te Cuesta Machine Learning? Aprende con nuestro curso YA! Juntos aprenderemos varios Proyectos con Python desde cero. | By Pablo Sanz
"【4日で体験！】 TensorFlow, Keras, Python 3 で学ぶディープラーニング体験講座",4.1,Beginner,https://www.udemy.com/course/tensorflow/,"TensorFlow 2 対応！ 4日間でディープラーニングを体験してみよう！Windows, MacでOK！ | By 井上 博樹 (Hiroki Inoue)"
Data Science : Analyse de données avec Python,4.7,All Levels,https://www.udemy.com/course/analyse-et-visualisation-de-data-avec-python/,"Analyser et Visualiser des données en Python avec les bibliothèques NumPy, Pandas et Matplotlib pour la Data Science | By Rod Paris | Python - SQL - Data Science - Machine Learning - Finance"
Pythonで機械学習：scikit-learnで学ぶ識別入門,4.2,All Levels,https://www.udemy.com/course/python-scikit-learn/,pythonの機械学習ライブラリscikit-learnを使って，識別の基本を徹底的にマスターしよう！ | By Toru Tamaki
自然言語処理とチャットボット: AIによる文章生成と会話エンジン開発,4.1,Beginner,https://www.udemy.com/course/ai-nlp-bot/,ディープラーニング（深層学習）を利用して、日本語を解析し文章を作成しましょう。 NLPを利用した人工知能チャットボットの構築も行います。 | By 我妻 幸長 Yukinaga Azuma
Curso completo de R para Data Science con Tidyverse,4.6,All Levels,https://www.udemy.com/course/r-for-data-science/,"Aprende a programar con R, R Studio y Tidyverse: Data Analytics, Data Science, Análisis Estadístico, ggplot2 y mucho más | By Juan Gabriel Gomila Salas"
